site_no,site_name,street_address,city_state_zip,county,media,violation_date,violation,status,resolved_date,document,full_address,latitude,longitude,id
23214,"Ewing Motors, Inc",11766 Cordova Rd,"Cordova, MD, 21625",Talbot,SWP-Scrap Tire,2025/02/18,Facility operating without a scrap tire collection license.,Returned to Compliance,2025/02/25,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3270993,"11766 Cordova Rd, Cordova, MD, 21625",38.8723264,-75.998624,777
169799,Mighty Tires,"8249 Waterford Rd, Ste G","Pasadena, MD, 21122",Anne Arundel,SWP-Scrap Tire,2021/10/26,Above ST Limits,"Ongoing, Referred to Enforcement",2023/06/08,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2834474,"8249 Waterford Rd, Ste G, Pasadena, MD, 21122",,,778
4906,Havre De Grace Military Reservation,301 Old Bay Ln,"Havre De Grace, MD, 21078",Harford,SWP-Hazardous Waste,2025/06/10,Generator had no employees' training record on file (current until facility closure and former for 3 years) [COMAR 26.13.05.02G(5)]\line\line,"Ongoing, Referred to Enforcement",2025/06/05,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3353784,"301 Old Bay Ln, Havre De Grace, MD, 21078",39.5349206,-76.1078089,779
7466,PENSKE TRUCK LEASING CO,7205 Montevideo Rd,"Jessup, MD, 20794",Howard,SWP-Hazardous Waste,2023/03/06,"Containers are not labeled or marked clearly with words ""Hazardous Waste"" [COMAR 26.13.03.05E(2)]\line\line",Returned to Compliance,2023/06/01,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3065772,"7205 Montevideo Rd, Jessup, MD, 20794",39.1732906,-76.7744644,780
180943,Choisser Automotive Services,230 N Washington St,"Easton, MD, 21601",Talbot,SWP-Scrap Tire,2024/02/29,No Scrap Tire License,Returned to Compliance,2024/09/12,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3117129,"230 N Washington St, Easton, MD, 21601",38.7798262,-76.0752019,781
103050,Bay Town Painting Inc.,137 Stahl Point Rd,"Curtis Bay, MD, 21226",Anne Arundel,SWP-Hazardous Waste,2023/03/14,Generator has no contingency plan for emergencies [COMAR 26.13.05.04A]\line\line,Returned to Compliance,2023/05/17,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3030415,"137 Stahl Point Rd, Curtis Bay, MD, 21226",,,782
64649,"L & J Waste Recycling, LLC",222 N Calverton Rd,"Baltimore, MD, 21223",Baltimore City,SWP-Refuse Disposal,2023/09/21,"Excess amount of waste present on site and beyond approved tipping floor.
Site Complaint SC-O-24-SW-023 to be issued",Returned to Compliance,2024/01/23,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3067356,"222 N Calverton Rd, Baltimore, MD, 21223",39.2908627,-76.6586104,783
3959,"Appalachian Tank Car Services, Inc",702 Elk Mills Rd,"Elk Mills, MD, 21920",Cecil,SWP-Hazardous Waste,2022/11/18,Hazardous waste accumulation on-site for  over 90 days without permit; unless accumulation's allowed for 180 days Ref. 26.13.03.05E(2) [COMAR 26.13.03.05E(1)]\line\line,Returned to Compliance,2022/12/01,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2957478,"702 Elk Mills Rd, Elk Mills, MD, 21920",39.6585808,-75.8260204,784
13670,Quarantine Road Municipal Landfill,6100 Quarantine Rd,"Curtis Bay, MD, 21226",Baltimore City,SWP-Refuse Disposal,2022/03/02,Intermediate cover does not cover wastes completely,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2881321,"6100 Quarantine Rd, Curtis Bay, MD, 21226",,,785
114006,"A & K Services, LLC",6707 Eads St,"Seat Pleasant, MD, 20743",Prince George's,SWP-Refuse Disposal,2021/10/15,"The property is not permitted to process solid waste. Solid waste may not
be accepted on the property nor sorted or processed in any way without first
obtaining approval from MDE.","Ongoing, Referred to Enforcement",,,"6707 Eads St, Seat Pleasant, MD, 20743",38.8926779,-76.9061468,786
151191,World Recycling Company,2740 Wilmarco Avenue,"Baltimore, MD, 21223",Baltimore City,SWP-Refuse Disposal,2022/07/24,Any pollutants from the handling of wastes or spills are not collected and disposed of properly,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2940960,"2740 Wilmarco Avenue, Baltimore, MD, 21223",39.2732517,-76.6592961,787
154000,"Towson Luxury Imports, LLC (BMW of Bel Air)",716 Belair Rd,"Bel Air, MD, 21014",Harford,SWP-Scrap Tire,2023/05/12,No Scrap Tire License,Returned to Compliance,2024/09/16,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3018407,"716 Belair Rd, Bel Air, MD, 21014",39.5224274,-76.3595366,788
178962,David J Butler at John W and Pamela E Butler Property,325 Carters Mill Rd,"Elkton, MD, 21921",Cecil,SWP-Refuse Disposal,2024/06/14,"See open Site Complaints; SC-O-24-SW-195 issued to David J. Butler and SC-O-24-SW-028 issued to John W. and Pamela E. Butler.
Evidence of solid waste processing on site by burning. Vehicles observed on site in various stages of disassembly/processing.","Ongoing, Referred to Enforcement",,,"325 Carters Mill Rd, Elkton, MD, 21921",,,789
22923,Morgan State University - PEARL (Patuxent Env & Aquatic Research Lab),10545 Mackall Rd,"Saint Leonard, MD, 20685",Calvert,SWP-Hazardous Waste,2025/09/18,"Satellite accumulation containers are not marked ""Hazardous Waste"" or name of content and an indication of the hazards of the containers’ contents [COMAR 26.03.03-3E(5)(a) and (b)]",Returned to Compliance,2025/08/04,,"10545 Mackall Rd, Saint Leonard, MD, 20685",38.3934894,-76.5055023,790
7466,PENSKE TRUCK LEASING CO,7205 Montevideo Rd,"Jessup, MD, 20794",Howard,SWP-Hazardous Waste,2023/03/06,Primary violation - The generator accumulation of hazardous waste does not comply with the requirements (COMAR 26.13.05.09) [COMAR 26.13.03.05E(1)(d)]\line\line,Returned to Compliance,2023/06/01,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3065772,"7205 Montevideo Rd, Jessup, MD, 20794",39.1732906,-76.7744644,791
23243,Forty West Municipal Landfill,12630 Earth Care Rd,"Hagerstown, MD, 21740",Washington,SWP-Refuse Disposal,2024/06/18,Leachate outbreaks are not prevented,Returned to Compliance,2025/01/31,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3156158,"12630 Earth Care Rd, Hagerstown, MD, 21740",,,792
98636,American Water - Fort Meade,3220 Laurel Fort Meade Rd,"Laurel, MD, 20724",Anne Arundel,SWP-Hazardous Waste,2025/01/14,There is no adequate containment system in place [COMAR 26.13.05.09H]\line\line,Returned to Compliance,2024/12/20,,"3220 Laurel Fort Meade Rd, Laurel, MD, 20724",39.0991646,-76.8119458,793
11443,Delmarva Power - North East District Office,2 Center Dr,"North East, MD, 21901",Cecil,SWP-Hazardous Waste,2025/02/27,Lamps needed a container,Returned to Compliance,2025/02/13,,"2 Center Dr, North East, MD, 21901",39.62483,-75.948028,794
186741,Mitsdarfer Brothers Forest Products,200 Hardwood Mills Rd,"Millington, MD, 21651",Queen Anne's,SWP-Natural Wood Waste,2025/08/12,Operating NWWRF w/o permit. Issued SC-O-26-NW-060 issued on 8/12/25.,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3351996,"200 Hardwood Mills Rd, Millington, MD, 21651",,,795
23304,"A.H Hatcher, Inc. - TLH Land Clearing Debris Landfill","995 Sixes Rd, 1/4 Mile West of Rte 4","Prince Frederick, MD, 20678",Calvert,SWP-Refuse Disposal,2022/06/04,Open dumping.  The site is not secured.,Returned to Compliance,2022/09/08,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2917720,"995 Sixes Rd, 1/4 Mile West of Rte 4, Prince Frederick, MD, 20678",,,796
175980,Rehoboth Tires,"224 Mountain Rd, Suite B","Pasadena, MD, 21122",Anne Arundel,SWP-Scrap Tire,2022/08/04,No Scrap Tire License,Returned to Compliance,2023/06/01,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2941590,"224 Mountain Rd, Suite B, Pasadena, MD, 21122",,,797
139943,Richard Jones Farm,641 Critcher Rd,"Pocomoke City, MD, 21851",Worcester,SWP-Refuse Disposal,2024/08/20,Approximately 125 scrap tires on-site,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3200061,"641 Critcher Rd, Pocomoke City, MD, 21851",,,798
1357,Howard Co. Alpha Ridge Landfill,2350 Marriottsville Rd,"Marriottsville, MD, 21104",Howard,SWP-Refuse Disposal,2023/01/23,Slope slumping observed right next to the leechate seep,Returned to Compliance,2023/04/01,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2980599,"2350 Marriottsville Rd, Marriottsville, MD, 21104",39.3503481,-76.8994561,799
13670,Quarantine Road Municipal Landfill,6100 Quarantine Rd,"Curtis Bay, MD, 21226",Baltimore City,SWP-Refuse Disposal,2022/03/02,Intermediate cover is not at least 1 foot thick,"Ongoing, Referred to Enforcement",,,"6100 Quarantine Rd, Curtis Bay, MD, 21226",,,800
1160,Frederick Community College,7932 Opossumtown Pike,"Frederick, MD, 21702",Frederick,SWP-Hazardous Waste,2025/04/04,Generator had no employees' training record on file (current until facility closure and former for 3 years) [COMAR 26.13.05.02G(5)]\line\line,Returned to Compliance,2025/03/26,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3304064,"7932 Opossumtown Pike, Frederick, MD, 21702",39.4509769,-77.412916,801
9496,Home Depot HD2554,6003 Oxon Hill Rd,"Oxon Hill, MD, 20745",Prince George's,SWP-Hazardous Waste,2025/04/09,"Containers are not labeled or marked clearly with words ""Hazardous Waste"" [COMAR 26.13.03.05E(2)]\line\line","Ongoing, Referred to Enforcement",2025/02/27,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3324411,"6003 Oxon Hill Rd, Oxon Hill, MD, 20745",38.8057579,-76.9786398,802
23686,Somerset County Landfill - Fairmount Site,8716 James Ring Rd,"Westover, MD, 21871",Somerset,SWP-Refuse Disposal,2022/04/13,Daily or periodic cover is not at least 6 inches thick,Returned to Compliance,2022/04/20,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2894615,"8716 James Ring Rd, Westover, MD, 21871",,,803
171084,"Kelly's Tree and Lawn Service, Inc. - Brickhouse Rd",2951 Brickhouse Rd,"Dunkirk, MD, 20754",Calvert,SWP-Refuse Disposal,2023/02/08,Open dumping. Some clean-up observed.,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3350490,"2951 Brickhouse Rd, Dunkirk, MD, 20754",,,804
151191,World Recycling Company,2740 Wilmarco Avenue,"Baltimore, MD, 21223",Baltimore City,SWP-Refuse Disposal,2022/07/24,Separate loads of yard waste are being collected.,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2940960,"2740 Wilmarco Avenue, Baltimore, MD, 21223",39.2732517,-76.6592961,805
13670,Quarantine Road Municipal Landfill,6100 Quarantine Rd,"Curtis Bay, MD, 21226",Baltimore City,SWP-Refuse Disposal,2022/08/18,"Daily or periodic cover does not cover wastes adequately to control vectors, fires, odors, blowing litter, and scavenging","Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2942276,"6100 Quarantine Rd, Curtis Bay, MD, 21226",,,806
3429,Loyola University Maryland,4501 N Charles St,"Baltimore, MD, 21210",Baltimore City,SWP-Hazardous Waste,2022/12/08,"Containers are not labeled or marked clearly with words ""Hazardous Waste"" [COMAR 26.13.03.05E(2)]\line\line",Returned to Compliance,2022/11/03,,"4501 N Charles St, Baltimore, MD, 21210",39.3512371,-76.6151702,807
68188,Boehm / Crownsville,1373 St. Stephens Church Rd,"Crownsville, MD, 21032-2205",Anne Arundel,SWP-Refuse Disposal,2024/01/15,Unauthorized demolition debris fill,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3105238,"1373 St. Stephens Church Rd, Crownsville, MD, 21032-2205",,,808
4906,Havre De Grace Military Reservation,301 Old Bay Ln,"Havre De Grace, MD, 21078",Harford,SWP-Hazardous Waste,2025/06/10,Returned copies of manifest with facility signature and date not on file [COMAR 26.13.03.06A(1)]\line\line,"Ongoing, Referred to Enforcement",2025/05/28,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3348362,"301 Old Bay Ln, Havre De Grace, MD, 21078",39.5349206,-76.1078089,809
98664,"Mar Del Auto Wholesalers, Inc.",1829 Jacob Tome Highway,"Port Deposit, MD, 21904",Cecil,SWP-Scrap Tire,2022/02/23,No ST License,Returned to Compliance,2024/07/02,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2880822,"1829 Jacob Tome Highway, Port Deposit, MD, 21904",39.65376,-76.0747116,810
101681,Walgreens #17522,238 McMechen St,"Baltimore City, MD, 21217",Baltimore City,SWP-Hazardous Waste,2024/03/28,"Containers are not labeled or marked clearly with words ""Hazardous Waste"" [COMAR 26.13.03.05E(2)]\line\line",Returned to Compliance,2024/05/03,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3246596,"238 McMechen St, Baltimore City, MD, 21217",,,811
66649,Mid- Atlantic Organic Resource Company - Twin Maples Composting Facility,14130 Clarks Ln,"Ridgely, MD, 21660",Caroline,SWP-Composting,2023/01/23,"Compost storage buildings show runoff from them. From staining of ground and vegetation, runoff is likely to pollute waters of the state. Make corrections to ensure runoff does not enter into waters of the state.",Returned to Compliance,2023/02/01,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2980355,"14130 Clarks Ln, Ridgely, MD, 21660",,,812
113531,Sisk Fulfillment Service/warehouse Addtn,1900 Industrial Park Drive,"Federalsburg, MD, 21632",Caroline,SWP-Hazardous Waste,2024/01/09,"Containers are not labeled or marked clearly with words ""Hazardous Waste"" [COMAR 26.13.03.05E(2)]\line\line",Returned to Compliance,2024/01/03,,"1900 Industrial Park Drive, Federalsburg, MD, 21632",,,813
4559,U Haul Company,2421 Chillum Rd,"Chillum, MD, 20782",Prince George's,SWP-Scrap Tire,2022/01/18,No ST License,Returned to Compliance,2024/04/15,,"2421 Chillum Rd, Chillum, MD, 20782",38.981663,-76.9676887,814
177931,"Ortiz New & Used Tires, LLC",311 Eastern Boulevard,"Essex, MD, 21221",Baltimore,SWP-Scrap Tire,2024/04/17,Facility does not have a ST License,"Ongoing, Referred to Enforcement",2024/03/22,,"311 Eastern Boulevard, Essex, MD, 21221",39.306263,-76.4800285,815
184693,B T & H Development Inc,565 Keith Ln,"Owings, MD, 20736",Calvert,SWP-Scrap Tire,2024/11/25,Open dumping of ~20 scrap tires,Returned to Compliance,2025/04/30,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3246108,"565 Keith Ln, Owings, MD, 20736",38.6863608,-76.6155647,816
2984,Johns Hopkins University - Applied Physics Laboratory,11091 Johns Hopkins Rd,"Laurel, MD, 20723",Howard,SWP-Hazardous Waste,2025/04/03,"Satellite accumulation containers are not marked ""Hazardous Waste"" or name of content [COMAR 26.13.03.05E(3)(b)]\line\line",Returned to Compliance,2025/03/24,,"11091 Johns Hopkins Rd, Laurel, MD, 20723",,,817
169401,McCormick and Company - McCormick Flavor Warehouse,"7001 Quad Ave, Ste A","Rosedale, MD, 21237",Baltimore,SWP-Hazardous Waste,2022/02/06,"Facility did not make arrangements with local authorities for emergency procedures in case of emergency [COMAR 26.13.05.03H(1)(a, c)]\line\line",Returned to Compliance,2022/01/13,,"7001 Quad Ave, Ste A, Rosedale, MD, 21237",,,818
63585,Baltimore Recycling Center LLC,1030 Edison Hwy,"Baltimore, MD, 21213",Baltimore City,SWP-Refuse Disposal,2023/07/17,Unapproved waste type accepted during inspection. See report and site complaint.,Returned to Compliance,2023/09/27,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3042470,"1030 Edison Hwy, Baltimore, MD, 21213",39.3030238,-76.5744554,819
67447,West Coast Mushrooms,342 Hopewell Rd,"Rising Sun, MD, 21911",Cecil,SWP-Composting,2024/01/11,Off-site odor,Returned to Compliance,2024/11/14,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3093861,"342 Hopewell Rd, Rising Sun, MD, 21911",39.6872155,-76.0655525,820
114006,"A & K Services, LLC",6707 Eads St,"Seat Pleasant, MD, 20743",Prince George's,SWP-Refuse Disposal,2021/09/02,"A solid waste open dump was observed.
See Inspection Findings. See Photographs.","Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2810744,"6707 Eads St, Seat Pleasant, MD, 20743",38.8926779,-76.9061468,821
174352,Harcum #2 / Mardela Springs Property,25645 Cross Rd,"Mardela Springs, MD, 21837",Wicomico,SWP-Scrap Tire,2022/02/09,ST Open Dump,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2869932,"25645 Cross Rd, Mardela Springs, MD, 21837",,,822
11966,CACI Systems Inc,46920 Bradley Blvd,"Lexington Park, MD, 20653",St. Mary's,SWP-Hazardous Waste,2024/07/03,There is no adequate containment system in place [COMAR 26.13.05.09H]\line\line,Returned to Compliance,2024/06/10,,"46920 Bradley Blvd, Lexington Park, MD, 20653",38.248636,-76.4530934,823
165391,Tharos Training Center,6101 Fallard Dr,"Upper Marlboro, MD, 20772",Prince George's,SWP-Hazardous Waste,2024/10/17,Generator had no employees' training record on file (current until facility closure and former for 3 years) [COMAR 26.13.05.02G(5)]\line\line,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3347437,"6101 Fallard Dr, Upper Marlboro, MD, 20772",38.8054003,-76.8419862,824
173171,Flat Tire & Auto Service - Luis Amaya,"401 Dover Rd, Unit A","Rockville, MD, 20850",Montgomery,SWP-Scrap Tire,2021/10/15,No application on record,Returned to Compliance,2022/01/13,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2918092,"401 Dover Rd, Unit A, Rockville, MD, 20850",,,825
175899,Cullen Family Property,95 Red Wing Rd and Glebe Rd (Map 0052 Grid 0014 Parcel 0006),"Earleville, MD, 21919",Cecil,SWP-Natural Wood Waste,2025/03/10,"Large, sprawling open dump of natural wood waste in several areas of farm including freshwater forested/shrub wetland","Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3293417,"95 Red Wing Rd and Glebe Rd (Map 0052 Grid 0014 Parcel 0006), Earleville, MD, 21919",,,826
177411,Hospices of National Capitol Region-Majestic Grounds,10101 White House Rd,"Upper Marlboro, MD, 20774",Prince George's,SWP-Refuse Disposal,2023/01/24,Advised they are likely over the 5000sf compost limit for permits and to rectify the nutrient loading outfall exiting their leaf pile and entering the sw ditch along white house road.,Returned to Compliance,2025/06/11,,"10101 White House Rd, Upper Marlboro, MD, 20774",38.8655659,-76.8322113,827
173473,Geocycle,23302 Westernport Rd,"Westernport, MD, 21562",Allegany,SWP-Scrap Tire,2021/11/09,No ST Recycler License,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2834458,"23302 Westernport Rd, Westernport, MD, 21562",39.4617088,-79.0060455,828
